Date,Open,High,Low,Close,Adj Close,Volume
2023-06-01,207.3,209.8,206.65,209.25,205.35,2696700.0
2023-05-31,207.49,207.98,206.3,207.18,203.32,2325400.0
2023-05-30,209.63,209.68,207.69,208.43,204.55,2772300.0
2023-05-26,206.0,208.72,205.97,208.36,204.48,2347000.0
2023-05-25,205.87,206.33,204.53,205.65,201.82,2230400.0
2023-05-24,205.0,205.13,203.69,204.26,200.46,2083700.0
2023-05-23,207.3,207.99,205.64,205.85,202.02,2386700.0
2023-05-22,207.68,208.81,207.2,208.05,204.18,2229400.0
2023-05-19,208.64,208.84,207.07,207.69,203.82,2683100.0
2023-05-18,206.0,208.37,205.82,208.19,204.31,2370200.0
2023-05-17,204.46,206.45,203.65,206.14,202.3,2650100.0
2023-05-16,204.41,204.81,203.47,203.5,199.71,1884400.0
2023-05-15,204.17,205.38,203.71,205.09,201.27,3240000.0
2023-05-12,205.04,205.28,202.93,204.22,200.42,2252400.0
2023-05-11,204.47,204.7,203.49,204.7,200.89,2108300.0
2023-05-10,205.62,205.94,203.05,204.97,201.15,2677600.0
2023-05-09,204.03,204.63,203.8,204.07,200.27,1802500.0
2023-05-08,204.93,205.1,204.12,204.91,201.09,2632600.0
2023-05-05,202.85,205.27,202.79,204.69,200.88,1941600.0
2023-05-04,201.84,202.02,200.2,200.98,197.24,2577600.0
2023-05-03,203.85,205.49,202.35,202.49,198.72,2154000.0
2023-05-02,205.62,205.9,202.07,203.68,199.89,2700600.0
2023-05-01,206.0,207.18,205.99,206.2,202.36,2838500.0
2023-04-28,204.0,206.3,204.0,206.3,202.46,2308700.0
2023-04-27,201.86,204.69,201.83,204.52,200.71,2254600.0
2023-04-26,202.16,202.51,200.41,200.75,197.01,2762300.0
2023-04-25,204.02,204.23,201.62,201.66,197.9,2606400.0
2023-04-24,204.9,205.44,204.1,205.08,201.26,3704400.0
2023-04-21,204.96,205.24,203.92,205.0,201.18,2341600.0
2023-04-20,204.46,205.77,204.07,204.82,201.01,2563100.0
2023-04-19,205.03,206.48,204.97,206.1,202.26,2531400.0
2023-04-18,206.68,206.83,205.3,206.0,202.16,2784500.0
2023-04-17,205.03,205.91,204.45,205.9,202.07,2780400.0
2023-04-14,205.33,206.5,203.81,205.08,201.26,4142000.0
2023-04-13,203.53,205.8,203.34,205.65,201.82,2197600.0
2023-04-12,205.0,205.26,202.71,203.01,199.23,2431200.0
2023-04-11,203.87,204.64,203.4,203.87,200.07,3389300.0
2023-04-10,202.0,203.68,201.65,203.66,199.87,2545300.0
2023-04-06,202.24,203.34,201.45,203.2,199.42,1989800.0
2023-04-05,202.69,203.16,201.58,202.53,198.76,3119400.0
2023-04-04,205.0,205.06,202.53,203.27,199.48,2881800.0
2023-04-03,203.72,204.99,203.33,204.64,200.83,3068200.0
2023-03-31,201.57,204.19,201.57,204.1,200.3,2986300.0
2023-03-30,201.27,201.59,200.12,201.07,197.33,2259200.0
2023-03-29,199.09,200.09,198.61,199.99,196.27,3486500.0
2023-03-28,197.2,197.65,196.14,197.15,193.48,3678600.0
2023-03-27,198.27,198.6,196.92,197.43,193.75,2425400.0
2023-03-24,194.88,196.97,193.65,196.93,193.26,2324800.0
2023-03-23,196.85,198.95,194.25,195.7,192.06,2629700.0
2023-03-22,199.85,201.41,196.12,196.13,191.71,2187900.0
2023-03-21,198.76,200.05,198.23,199.7,195.2,2421700.0
2023-03-20,195.75,197.38,195.29,196.89,192.45,2898100.0
2023-03-17,197.25,197.43,194.38,195.19,190.79,2902400.0
2023-03-16,193.33,197.91,192.8,197.74,193.28,3224900.0
2023-03-15,192.63,194.4,191.53,194.38,190.0,3855400.0
2023-03-14,195.5,196.95,193.57,195.89,191.47,4473800.0
2023-03-13,190.9,195.16,190.18,192.46,188.12,6253700.0
2023-03-10,196.25,197.0,192.26,193.26,188.9,6310500.0
2023-03-09,200.8,201.75,196.12,196.57,192.14,2974300.0
2023-03-08,200.4,201.0,199.4,200.53,196.01,1985900.0
2023-03-07,203.1,203.47,199.95,200.27,195.75,3346700.0
2023-03-06,203.86,204.98,203.03,203.3,198.71,3812700.0
2023-03-03,201.08,203.7,200.91,203.57,198.98,2484700.0
2023-03-02,197.99,200.8,197.5,200.31,195.79,3364000.0
2023-03-01,199.38,200.0,198.2,200.0,195.49,4176000.0
2023-02-28,200.25,201.08,199.52,199.52,195.02,2299100.0
2023-02-27,201.31,202.03,199.72,200.19,195.67,2850300.0
2023-02-24,199.29,199.93,198.16,199.48,194.98,3020600.0
2023-02-23,202.09,202.46,199.38,201.73,197.18,3440100.0
2023-02-22,201.0,201.96,199.93,200.66,196.13,3011700.0
2023-02-21,203.15,203.5,200.65,200.83,196.3,3110800.0
2023-02-17,204.77,205.23,203.53,205.08,200.45,2324000.0
2023-02-16,205.97,208.02,205.54,205.68,201.04,2458800.0
2023-02-15,206.46,208.5,206.04,208.46,203.76,2001600.0
2023-02-14,206.65,208.66,205.31,207.53,202.85,2743400.0
2023-02-13,205.41,207.5,204.99,207.45,202.77,3467200.0
2023-02-10,204.02,205.18,203.47,205.01,200.39,2159800.0
2023-02-09,208.46,208.61,204.1,204.64,200.02,2705900.0
2023-02-08,207.91,208.71,206.26,206.65,201.99,2945400.0
2023-02-07,206.0,209.56,205.03,208.88,204.17,3028100.0
2023-02-06,206.41,207.07,205.5,206.28,201.63,2841700.0
2023-02-03,207.51,210.18,207.04,207.84,203.15,2854200.0
2023-02-02,209.0,210.88,208.1,210.01,205.27,3730800.0
2023-02-01,203.91,208.32,202.51,206.92,202.25,4385600.0
2023-01-31,201.65,204.49,201.45,204.43,199.82,4827600.0
2023-01-30,202.28,203.61,201.09,201.21,196.67,2992300.0
2023-01-27,202.6,205.05,202.58,203.94,199.34,4521900.0
2023-01-26,202.35,203.28,200.85,203.12,198.54,2806200.0
2023-01-25,198.95,201.2,197.59,201.05,196.52,2802000.0
2023-01-24,200.4,201.46,199.74,200.95,196.42,2679400.0
2023-01-23,199.2,202.16,198.7,201.28,196.74,3438100.0
2023-01-20,195.85,198.81,194.93,198.76,194.28,2429300.0
2023-01-19,195.41,196.24,194.32,195.02,190.62,2282400.0
